hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,total_stay_nights,total_guests,total_previous_bookings,estimated_revenue,arrival_month_num,arrival_day,arrival_weekday
City Hotel,1,135,2016,June,25,14,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,92.28,0,1,Canceled,07-05-2016,2016-06-14,4,2,0,369.12,6,14,1
City Hotel,1,138,2016,July,28,3,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,97.33,0,1,Canceled,07-03-2016,2016-07-03,4,2,0,389.32,7,3,6
Resort Hotel,1,45,2016,March,10,1,0,5,2,0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient-Party,81.0,0,0,Canceled,20-01-2016,2016-03-01,5,2,0,405.0,3,1,1
City Hotel,0,222,2016,August,36,31,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,96.3,0,1,Check-Out,03-09-2016,2016-08-31,3,2,0,288.9,8,31,2
City Hotel,1,35,2016,March,11,8,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,81.9,0,1,Canceled,04-02-2016,2016-03-08,7,2,0,573.3000000000001,3,8,1
City Hotel,0,228,2017,July,28,14,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,1,Check-Out,16-07-2017,2017-07-14,2,2,0,214.2,7,14,4
City Hotel,1,168,2017,May,21,26,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,43.0,0,Transient,140.0,0,0,Canceled,09-12-2016,2017-05-26,3,2,0,420.0,5,26,4
City Hotel,1,210,2017,June,25,19,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154.0,0.0,0,Transient,130.0,0,0,Canceled,24-01-2017,2017-06-19,4,2,0,520.0,6,19,0
Resort Hotel,0,114,2016,May,21,19,2,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,44.45,0,0,Check-Out,26-05-2016,2016-05-19,7,1,0,311.15000000000003,5,19,3
City Hotel,1,104,2017,August,33,17,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,0.0,0,Transient,155.0,0,1,Canceled,19-05-2017,2017-08-17,3,2,0,465.0,8,17,3
City Hotel,1,141,2017,June,26,27,2,5,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,0.0,0,Transient,130.0,0,0,Canceled,06-02-2017,2017-06-27,7,1,0,910.0,6,27,1
City Hotel,0,9,2016,October,41,7,0,2,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,184.0,0,2,Check-Out,09-10-2016,2016-10-07,2,2,0,368.0,10,7,4
City Hotel,1,276,2015,July,30,20,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0.0,0,Transient-Party,62.0,0,0,Canceled,02-07-2015,2015-07-20,2,2,1,124.0,7,20,0
City Hotel,0,19,2017,April,16,18,0,3,1,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,79.8,0,1,Check-Out,21-04-2017,2017-04-18,3,1,0,239.39999999999998,4,18,1
City Hotel,0,54,2017,April,17,25,0,4,2,0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,0.0,0,Transient,148.75,0,3,Check-Out,29-04-2017,2017-04-25,4,2,0,595.0,4,25,1
Resort Hotel,0,49,2015,August,35,27,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0.0,0,Contract,90.39,0,0,Check-Out,03-09-2015,2015-08-27,7,2,0,632.73,8,27,3
City Hotel,1,8,2017,January,3,17,0,1,1,0,0,SC,NLD,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,0.0,0,Transient,70.0,0,0,Canceled,15-01-2017,2017-01-17,1,1,0,70.0,1,17,1
City Hotel,1,193,2015,October,42,15,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,0.0,0,Transient,65.0,0,0,Canceled,16-09-2015,2015-10-15,3,2,0,195.0,10,15,3
City Hotel,0,101,2017,April,17,27,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0.0,0,Transient,85.0,0,0,Check-Out,30-04-2017,2017-04-27,3,2,0,255.0,4,27,3
Resort Hotel,0,6,2016,December,51,13,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,0.0,270.0,0,Transient,30.0,0,1,Check-Out,15-12-2016,2016-12-13,2,1,3,60.0,12,13,1
Resort Hotel,0,0,2017,January,4,27,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient-Party,76.0,0,1,Check-Out,28-01-2017,2017-01-27,1,1,0,76.0,1,27,4
Resort Hotel,0,2,2015,December,49,2,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0.0,0.0,0,Transient,38.0,0,0,Check-Out,03-12-2015,2015-12-02,1,1,0,38.0,12,2,2
City Hotel,0,115,2015,July,31,29,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,76.5,0,1,Check-Out,05-08-2015,2015-07-29,7,2,0,535.5,7,29,2
Resort Hotel,0,45,2016,October,44,26,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,94.0,1,2,Check-Out,31-10-2016,2016-10-26,5,2,0,470.0,10,26,2
City Hotel,0,216,2017,May,19,11,2,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0.0,0,Transient,147.6,0,0,Check-Out,17-05-2017,2017-05-11,6,2,0,885.5999999999999,5,11,3
City Hotel,0,80,2016,November,47,19,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,93.6,0,1,Check-Out,22-11-2016,2016-11-19,3,2,0,280.79999999999995,11,19,5
City Hotel,0,81,2016,May,21,15,2,0,2,0,0,BB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,133.0,0.0,0,Transient-Party,90.0,0,1,Check-Out,17-05-2016,2016-05-15,2,2,0,180.0,5,15,6
City Hotel,0,2,2017,April,14,5,0,1,1,0,0,BB,PRT,Complementary,Direct,1,0,11,A,E,0,No Deposit,0.0,45.0,0,Transient,0.0,0,2,Check-Out,06-04-2017,2017-04-05,1,1,11,0.0,4,5,2
Resort Hotel,0,4,2016,March,12,14,1,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,5.0,0.0,0,Group,34.4,0,0,Check-Out,16-03-2016,2016-03-14,2,1,1,68.8,3,14,0
Resort Hotel,0,6,2015,November,47,15,2,5,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,0.0,0,Transient,69.0,1,0,Check-Out,22-11-2015,2015-11-15,7,2,0,483.0,11,15,6
City Hotel,1,290,2016,December,49,1,1,3,2,0,0,BB,SVK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,86.7,0,0,Canceled,27-10-2016,2016-12-01,4,2,0,346.8,12,1,3
City Hotel,0,190,2016,August,33,10,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11.0,0.0,0,Transient,117.51,0,2,Check-Out,17-08-2016,2016-08-10,7,4,0,822.57,8,10,2
City Hotel,0,29,2017,January,3,18,0,3,1,0,0,BB,DNK,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0.0,0,Transient-Party,65.0,0,0,Check-Out,21-01-2017,2017-01-18,3,1,0,195.0,1,18,2
Resort Hotel,1,60,2017,June,23,5,3,6,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,147.0,0,2,Canceled,20-05-2017,2017-06-05,9,1,0,1323.0,6,5,0
City Hotel,0,152,2017,June,26,27,0,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,0.0,0,Transient,80.1,0,0,Check-Out,02-07-2017,2017-06-27,5,2,0,400.5,6,27,1
Resort Hotel,0,117,2015,August,34,20,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,0.0,0,Transient,120.6,0,2,Check-Out,22-08-2015,2015-08-20,2,2,0,241.2,8,20,3
City Hotel,0,2,2015,December,50,11,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,63.0,0.0,0,Transient-Party,75.0,0,0,Check-Out,12-12-2015,2015-12-11,1,1,0,75.0,12,11,4
City Hotel,0,69,2015,October,44,25,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,F,1,No Deposit,37.0,0.0,58,Transient-Party,75.33,0,0,Check-Out,28-10-2015,2015-10-25,3,1,0,225.99,10,25,6
City Hotel,0,121,2015,December,53,27,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Contract,72.25,0,1,Check-Out,31-12-2015,2015-12-27,4,2,0,289.0,12,27,6
City Hotel,0,137,2016,August,34,15,1,1,3,0,0,BB,BEL,Direct,Direct,0,0,0,B,B,1,No Deposit,14.0,0.0,0,Transient-Party,120.63,1,0,Check-Out,17-08-2016,2016-08-15,2,3,0,241.26,8,15,0
City Hotel,0,24,2016,February,7,13,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0.0,0,Transient,76.5,0,2,Check-Out,14-02-2016,2016-02-13,1,2,0,76.5,2,13,5
City Hotel,0,158,2016,August,33,8,1,2,2,3,0,BB,NLD,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0.0,0,Transient,252.9,1,0,Check-Out,11-08-2016,2016-08-08,3,5,0,758.7,8,8,0
City Hotel,1,23,2016,May,19,7,2,2,2,2,0,BB,CHN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,198.9,0,0,Canceled,29-04-2016,2016-05-07,4,4,0,795.6,5,7,5
Resort Hotel,0,294,2016,June,26,21,0,5,1,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,64.8,0,1,Check-Out,26-06-2016,2016-06-21,5,1,0,324.0,6,21,1
Resort Hotel,0,90,2015,August,36,30,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0.0,0,Transient,132.33,0,1,Check-Out,02-09-2015,2015-08-30,3,2,0,396.99,8,30,6
City Hotel,1,182,2016,April,18,27,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,0.0,50,Transient,75.0,0,0,Canceled,17-12-2015,2016-04-27,4,2,1,300.0,4,27,2
City Hotel,0,36,2016,November,48,26,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0.0,0,Transient,72.0,0,0,Check-Out,29-11-2016,2016-11-26,3,2,0,216.0,11,26,5
Resort Hotel,0,156,2016,December,52,22,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,2,No Deposit,250.0,0.0,0,Transient-Party,64.22,0,2,Check-Out,27-12-2016,2016-12-22,5,2,0,321.1,12,22,3
City Hotel,1,5,2015,September,39,20,2,0,2,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,Non Refund,78.0,0.0,0,Transient,100.0,0,0,Canceled,15-09-2015,2015-09-20,2,2,1,200.0,9,20,6
City Hotel,0,22,2015,November,47,17,0,1,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,127.0,0,Transient-Party,62.0,0,0,Check-Out,18-11-2015,2015-11-17,1,1,0,62.0,11,17,1
Resort Hotel,1,223,2017,June,23,6,6,15,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0.0,0,Contract,93.5,0,0,Canceled,06-12-2016,2017-06-06,21,2,0,1963.5,6,6,1
Resort Hotel,0,0,2017,March,12,20,1,0,1,0,0,BB,PRT,Direct,Direct,1,0,0,A,D,0,No Deposit,0.0,0.0,0,Transient,70.0,0,0,Check-Out,21-03-2017,2017-03-20,1,1,0,70.0,3,20,0
Resort Hotel,1,1,2016,May,20,8,2,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,393.0,0.0,0,Transient-Party,48.6,0,1,Canceled,07-05-2016,2016-05-08,2,1,0,97.2,5,8,6
Resort Hotel,0,95,2016,December,52,24,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,57.8,0,2,Check-Out,26-12-2016,2016-12-24,2,2,0,115.6,12,24,5
City Hotel,0,73,2017,March,10,6,1,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,74.8,0,0,Check-Out,10-03-2017,2017-03-06,4,2,0,299.2,3,6,0
City Hotel,1,111,2016,May,21,21,1,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,140.4,0,1,Canceled,02-02-2016,2016-05-21,2,2,0,280.8,5,21,5
City Hotel,0,35,2017,January,1,2,1,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,129.7,1,3,Check-Out,07-01-2017,2017-01-02,5,2,0,648.5,1,2,0
Resort Hotel,0,67,2016,November,47,18,1,2,2,0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,411.0,0.0,0,Transient-Party,50.0,0,0,Check-Out,21-11-2016,2016-11-18,3,2,0,150.0,11,18,4
City Hotel,0,21,2017,February,8,21,0,2,2,0,0,BB,IND,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,83.0,0.0,0,Transient,80.0,0,0,Check-Out,23-02-2017,2017-02-21,2,2,0,160.0,2,21,1
City Hotel,0,8,2016,January,5,27,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,73.2,0,1,Check-Out,02-02-2016,2016-01-27,6,2,0,439.20000000000005,1,27,2
City Hotel,0,14,2017,February,5,3,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0.0,0.0,0,Transient,84.0,0,1,Check-Out,04-02-2017,2017-02-03,1,2,0,84.0,2,3,4
City Hotel,1,80,2017,March,13,31,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56.0,0.0,0,Transient,90.0,0,0,Canceled,10-01-2017,2017-03-31,2,2,0,180.0,3,31,4
City Hotel,1,104,2016,October,42,11,2,5,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,132.3,0,0,Canceled,06-07-2016,2016-10-11,7,2,0,926.1000000000001,10,11,1
City Hotel,1,81,2016,March,13,25,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0.0,4,Transient-Party,65.0,0,0,Canceled,16-03-2016,2016-03-25,4,2,0,260.0,3,25,4
City Hotel,1,594,2017,February,8,23,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0.0,0,Transient,59.0,0,0,Canceled,21-10-2015,2017-02-23,1,1,0,59.0,2,23,3
City Hotel,1,0,2017,March,11,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,12.0,0,0,Canceled,17-03-2017,2017-03-17,1,2,0,12.0,3,17,4
Resort Hotel,0,75,2015,September,39,22,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,90.71,1,2,Check-Out,29-09-2015,2015-09-22,7,2,0,634.9699999999999,9,22,1
City Hotel,0,48,2017,April,17,24,1,3,1,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,91.2,0,0,Check-Out,28-04-2017,2017-04-24,4,1,0,364.8,4,24,0
Resort Hotel,0,318,2017,June,22,2,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0.0,0,Transient,96.91,1,0,Check-Out,09-06-2017,2017-06-02,7,2,0,678.37,6,2,4
City Hotel,0,183,2016,July,31,26,0,2,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,137.7,1,1,Check-Out,28-07-2016,2016-07-26,2,3,0,275.4,7,26,1
City Hotel,0,6,2016,November,47,16,0,1,1,0,0,SC,ESP,Online TA,GDS,0,0,0,E,E,0,No Deposit,195.0,0.0,0,Transient,120.0,0,0,Check-Out,17-11-2016,2016-11-16,1,1,0,120.0,11,16,2
City Hotel,1,13,2016,June,25,12,2,0,1,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,115.0,0,0,Canceled,08-06-2016,2016-06-12,2,1,0,230.0,6,12,6
Resort Hotel,0,27,2015,July,31,27,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,153.0,0,0,Check-Out,31-07-2015,2015-07-27,4,2,0,612.0,7,27,0
Resort Hotel,0,5,2015,September,38,16,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,66.6,1,2,Check-Out,17-09-2015,2015-09-16,1,2,0,66.6,9,16,2
City Hotel,0,86,2016,June,25,17,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.9,0,1,Check-Out,22-06-2016,2016-06-17,5,2,0,634.5,6,17,4
City Hotel,0,150,2016,October,41,3,1,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,118.8,0,2,Check-Out,06-10-2016,2016-10-03,3,2,0,356.4,10,3,0
City Hotel,0,14,2017,August,32,9,0,3,4,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,159.0,0.0,0,Transient,275.9,0,0,Check-Out,12-08-2017,2017-08-09,3,4,0,827.6999999999999,8,9,2
Resort Hotel,0,277,2015,October,41,6,2,5,2,0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,0.0,0,Transient-Party,68.74,0,0,Check-Out,13-10-2015,2015-10-06,7,2,0,481.17999999999995,10,6,1
Resort Hotel,1,333,2016,July,29,15,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,115.5,0,2,Canceled,17-10-2015,2016-07-15,3,2,0,346.5,7,15,4
City Hotel,1,256,2016,October,43,18,2,5,2,0,0,SC,DZA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,83.18,0,1,Canceled,11-10-2016,2016-10-18,7,2,0,582.26,10,18,1
City Hotel,0,434,2017,June,22,3,2,1,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0.0,0,Transient-Party,112.67,0,1,Check-Out,06-06-2017,2017-06-03,3,2,0,338.01,6,3,5
Resort Hotel,0,258,2016,June,25,12,1,0,2,0,0,BB,EST,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,64.8,1,2,Check-Out,13-06-2016,2016-06-12,1,2,0,64.8,6,12,6
City Hotel,0,107,2017,April,15,14,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,1,Check-Out,15-04-2017,2017-04-14,1,2,0,126.0,4,14,4
City Hotel,0,219,2017,June,25,20,2,8,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,130.5,0,2,Check-Out,30-06-2017,2017-06-20,10,2,0,1305.0,6,20,1
Resort Hotel,0,122,2016,December,52,23,4,7,1,0,0,BB,PRT,Direct,Direct,0,0,3,E,E,3,No Deposit,0.0,0.0,0,Transient,48.8,0,3,Check-Out,03-01-2017,2016-12-23,11,1,3,536.8,12,23,4
City Hotel,1,89,2016,May,22,26,0,2,3,2,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,0.0,0,Transient,257.55,0,0,Canceled,27-02-2016,2016-05-26,2,5,0,515.1,5,26,3
City Hotel,1,335,2015,September,38,17,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,5.0,0.0,0,Transient,85.0,0,0,Canceled,14-05-2015,2015-09-17,1,2,1,85.0,9,17,3
Resort Hotel,0,3,2015,December,49,5,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,54.0,1,1,Check-Out,09-12-2015,2015-12-05,4,2,0,216.0,12,5,5
Resort Hotel,0,67,2016,August,35,27,4,7,2,0,0,HB,PRT,Direct,Direct,0,0,1,F,F,4,No Deposit,0.0,0.0,0,Transient,214.92,0,1,Check-Out,07-09-2016,2016-08-27,11,2,1,2364.12,8,27,5
Resort Hotel,0,62,2016,December,53,30,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient,150.0,0,1,Check-Out,02-01-2017,2016-12-30,3,2,0,450.0,12,30,4
Resort Hotel,1,60,2016,March,13,22,0,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,83.4,0,1,Canceled,13-02-2016,2016-03-22,5,2,0,417.0,3,22,1
Resort Hotel,0,24,2015,December,51,19,2,3,2,1,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0.0,0,Transient,91.9,0,1,Check-Out,24-12-2015,2015-12-19,5,3,0,459.5,12,19,5
City Hotel,0,25,2016,November,47,17,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,88.0,0,2,Check-Out,20-11-2016,2016-11-17,3,2,0,264.0,11,17,3
Resort Hotel,1,124,2017,July,31,30,2,3,2,0,0,BB,CN,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0.0,0,Transient,201.6,0,0,Canceled,11-04-2017,2017-07-30,5,2,0,1008.0,7,30,6
City Hotel,1,280,2016,September,39,19,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,0.0,35,Transient,100.0,0,0,Canceled,18-01-2016,2016-09-19,3,1,0,300.0,9,19,0
Resort Hotel,0,66,2017,January,2,10,0,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0.0,0,Transient,37.0,0,1,Check-Out,14-01-2017,2017-01-10,4,1,0,148.0,1,10,1
Resort Hotel,0,22,2017,February,7,13,1,3,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,0.0,0,Transient,46.4,0,0,Check-Out,17-02-2017,2017-02-13,4,1,0,185.6,2,13,0
City Hotel,0,75,2017,March,9,1,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,91.8,0,1,Check-Out,07-03-2017,2017-03-01,6,2,0,550.8,3,1,2
Resort Hotel,0,61,2016,April,16,13,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,59.65,0,2,Check-Out,17-04-2016,2016-04-13,4,2,0,238.6,4,13,2
Resort Hotel,1,26,2015,December,51,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,0.0,0.0,0,Transient,48.0,0,0,Canceled,10-12-2015,2015-12-19,1,2,1,48.0,12,19,5
City Hotel,0,73,2016,January,3,10,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0.0,0,Transient,59.8,0,0,Check-Out,13-01-2016,2016-01-10,3,2,0,179.39999999999998,1,10,6
City Hotel,0,84,2015,October,42,16,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,89.25,0,2,Check-Out,19-10-2015,2015-10-16,3,2,0,267.75,10,16,4
City Hotel,0,137,2017,April,15,11,0,4,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,0.0,0,Transient,136.8,0,0,Check-Out,15-04-2017,2017-04-11,4,3,0,547.2,4,11,1
City Hotel,0,107,2016,July,29,13,0,4,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,189.0,0,2,Check-Out,17-07-2016,2016-07-13,4,3,0,756.0,7,13,2
City Hotel,0,88,2016,October,43,20,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,132.3,0,1,Check-Out,23-10-2016,2016-10-20,3,2,0,396.90000000000003,10,20,3
City Hotel,1,315,2016,September,38,17,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0.0,38,Transient-Party,65.0,0,0,Canceled,19-08-2016,2016-09-17,2,2,0,130.0,9,17,5
City Hotel,0,0,2016,October,42,13,0,1,1,0,0,SC,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,120.0,0,1,Check-Out,14-10-2016,2016-10-13,1,1,0,120.0,10,13,3
Resort Hotel,0,239,2015,September,38,19,1,1,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,248.0,0.0,0,Transient-Party,80.0,0,0,Check-Out,21-09-2015,2015-09-19,2,2,0,160.0,9,19,5
City Hotel,1,117,2016,February,10,29,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,0.0,44,Transient,75.0,0,0,Canceled,18-12-2015,2016-02-29,3,2,1,225.0,2,29,0
City Hotel,0,69,2017,March,12,19,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,100.3,0,0,Check-Out,23-03-2017,2017-03-19,4,2,0,401.2,3,19,6
